# Generated at,,
# UTC+08,,
# Period Selected: Entire Record,,
#,,
# Comment: ,,
# Description: ,,
# Duration: 0:01:00:00,,
# EventType: Maximum,,
# ReportTitle: Daily,,
# TimeStep: Day,,
# Time-Series Identifier:,,
# Serial No. here,,
#,,
# CSV data starts at line 16,,
#,,
Time Stamp,Event Start Time,Maximum
28-03-75 0:00,28-03-75 0:00,0
29-03-75 0:00,29-03-75 15:43,2.5
30-03-75 0:00,30-03-75 1:01,8.5
31-03-75 0:00,31-03-75 18:52,1
01-04-75 0:00,01-04-75 0:00,0
02-04-75 0:00,02-04-75 0:00,0
03-04-75 0:00,03-04-75 16:09,4.5
04-04-75 0:00,04-04-75 0:00,0
05-04-75 0:00,05-04-75 0:00,0
06-04-75 0:00,06-04-75 3:49,5
07-04-75 0:00,07-04-75 17:15,16.5
08-04-75 0:00,08-04-75 17:33,22.5
09-04-75 0:00,09-04-75 15:01,31
10-04-75 0:00,10-04-75 16:42,17.5
11-04-75 0:00,11-04-75 17:30,1.5
12-04-75 0:00,12-04-75 0:00,0
13-04-75 0:00,13-04-75 15:18,17
14-04-75 0:00,14-04-75 16:54,10
15-04-75 0:00,15-04-75 6:04,0.5
16-04-75 0:00,16-04-75 15:47,79.5
17-04-75 0:00,17-04-75 0:00,0
18-04-75 0:00,18-04-75 14:16,49
19-04-75 0:00,19-04-75 14:54,60.08520179
20-04-75 0:00,20-04-75 14:44,7.5
21-04-75 0:00,21-04-75 15:14,16
22-04-75 0:00,22-04-75 2:34,2.910447761
23-04-75 0:00,23-04-75 14:45,5
24-04-75 0:00,24-04-75 16:59,53.66260163
25-04-75 0:00,25-04-75 16:15,56.5
26-04-75 0:00,26-04-75 11:46,7.5
27-04-75 0:00,27-04-75 0:00,0
28-04-75 0:00,28-04-75 0:00,0
29-04-75 0:00,29-04-75 0:00,0
30-04-75 0:00,30-04-75 0:00,0
01-05-75 0:00,01-05-75 13:08,12.5
02-05-75 0:00,02-05-75 0:00,0
03-05-75 0:00,03-05-75 0:00,0
04-05-75 0:00,04-05-75 0:00,0
05-05-75 0:00,05-05-75 0:00,0
06-05-75 0:00,06-05-75 15:44,17.5
07-05-75 0:00,07-05-75 0:00,0
08-05-75 0:00,08-05-75 0:00,0
09-05-75 0:00,09-05-75 0:00,0
10-05-75 0:00,10-05-75 8:35,3
11-05-75 0:00,11-05-75 0:00,0
12-05-75 0:00,12-05-75 0:00,0
13-05-75 0:00,13-05-75 0:00,0
14-05-75 0:00,14-05-75 0:00,0
15-05-75 0:00,15-05-75 0:00,0
16-05-75 0:00,16-05-75 0:00,0
17-05-75 0:00,17-05-75 0:00,0
18-05-75 0:00,18-05-75 0:00,0
19-05-75 0:00,19-05-75 17:25,26.15066667
20-05-75 0:00,20-05-75 0:00,0
21-05-75 0:00,21-05-75 14:40,36.26684636
22-05-75 0:00,22-05-75 0:00,0
23-05-75 0:00,23-05-75 0:00,0
24-05-75 0:00,24-05-75 10:11,13
25-05-75 0:00,25-05-75 17:10,16
26-05-75 0:00,26-05-75 15:43,9.973731884
27-05-75 0:00,27-05-75 0:00,0.5
28-05-75 0:00,28-05-75 16:30,2.5
29-05-75 0:00,29-05-75 15:20,26.24489796
30-05-75 0:00,30-05-75 14:08,25.5
31-05-75 0:00,31-05-75 0:00,0
01-06-75 0:00,01-06-75 21:54,1.5
02-06-75 0:00,02-06-75 0:00,0
03-06-75 0:00,03-06-75 16:23,35.78938053
04-06-75 0:00,04-06-75 16:43,4
05-06-75 0:00,05-06-75 15:13,0.5
06-06-75 0:00,06-06-75 0:00,0
07-06-75 0:00,07-06-75 0:00,0
08-06-75 0:00,08-06-75 0:00,0
09-06-75 0:00,09-06-75 20:00,18.5
10-06-75 0:00,10-06-75 0:14,0.5
11-06-75 0:00,11-06-75 0:00,0
12-06-75 0:00,12-06-75 14:47,6.5
13-06-75 0:00,13-06-75 0:00,0
14-06-75 0:00,14-06-75 0:00,0
15-06-75 0:00,15-06-75 13:49,1
16-06-75 0:00,16-06-75 18:03,1.119303338
17-06-75 0:00,17-06-75 0:00,0
18-06-75 0:00,18-06-75 0:00,0
19-06-75 0:00,19-06-75 0:00,0
20-06-75 0:00,20-06-75 0:00,0
21-06-75 0:00,21-06-75 0:00,0
22-06-75 0:00,22-06-75 0:00,0
23-06-75 0:00,23-06-75 0:00,0
24-06-75 0:00,24-06-75 0:00,0
25-06-75 0:00,25-06-75 0:00,0
26-06-75 0:00,26-06-75 0:00,0
27-06-75 0:00,27-06-75 0:00,0
28-06-75 0:00,28-06-75 17:28,20.10784314
29-06-75 0:00,29-06-75 23:59,2.420233463
30-06-75 0:00,30-06-75 0:55,4.5
01-07-75 0:00,01-07-75 0:00,0
02-07-75 0:00,02-07-75 15:40,15.5
03-07-75 0:00,03-07-75 14:39,6
04-07-75 0:00,04-07-75 12:56,4.5
05-07-75 0:00,05-07-75 0:00,0
06-07-75 0:00,06-07-75 0:00,0
07-07-75 0:00,07-07-75 11:55,3.664764947
08-07-75 0:00,08-07-75 15:11,0.5
09-07-75 0:00,09-07-75 14:34,3.55428769
10-07-75 0:00,10-07-75 0:00,0
11-07-75 0:00,11-07-75 0:00,0
12-07-75 0:00,12-07-75 16:36,0.5
13-07-75 0:00,13-07-75 15:19,12.5
14-07-75 0:00,14-07-75 0:00,0
15-07-75 0:00,15-07-75 0:00,0
16-07-75 0:00,16-07-75 17:12,9.5
17-07-75 0:00,17-07-75 5:10,26.44968553
18-07-75 0:00,18-07-75 15:54,32.5
19-07-75 0:00,19-07-75 0:39,2.603280369
20-07-75 0:00,20-07-75 22:00,4.988452656
21-07-75 0:00,21-07-75 7:39,0.5
22-07-75 0:00,22-07-75 18:44,3.5
23-07-75 0:00,23-07-75 8:02,11.10220994
24-07-75 0:00,24-07-75 15:23,3.282501606
25-07-75 0:00,25-07-75 15:46,8.549351289
26-07-75 0:00,26-07-75 6:15,23.81779935
27-07-75 0:00,27-07-75 18:42,11.54163956
28-07-75 0:00,28-07-75 0:00,0
29-07-75 0:00,29-07-75 14:39,12.81825902
30-07-75 0:00,30-07-75 0:00,0
31-07-75 0:00,31-07-75 0:00,0
01-08-75 0:00,01-08-75 0:00,0
02-08-75 0:00,02-08-75 0:00,0
03-08-75 0:00,03-08-75 9:08,6
04-08-75 0:00,04-08-75 0:00,0
05-08-75 0:00,05-08-75 13:30,0.5
06-08-75 0:00,06-08-75 13:37,1
07-08-75 0:00,07-08-75 4:23,0.5
08-08-75 0:00,08-08-75 12:24,26.68323471
09-08-75 0:00,09-08-75 21:44,1
10-08-75 0:00,10-08-75 0:00,0
11-08-75 0:00,11-08-75 0:00,0
12-08-75 0:00,12-08-75 0:00,0
13-08-75 0:00,13-08-75 0:00,0
14-08-75 0:00,14-08-75 0:00,0
15-08-75 0:00,15-08-75 0:00,0
16-08-75 0:00,16-08-75 0:00,0
17-08-75 0:00,17-08-75 0:00,0
18-08-75 0:00,18-08-75 13:35,46.21238938
19-08-75 0:00,19-08-75 18:43,6
20-08-75 0:00,20-08-75 16:28,1.780898876
21-08-75 0:00,21-08-75 0:00,0
22-08-75 0:00,22-08-75 0:00,0
23-08-75 0:00,23-08-75 0:00,0
24-08-75 0:00,24-08-75 0:00,0
25-08-75 0:00,25-08-75 0:00,0
26-08-75 0:00,26-08-75 0:00,0
27-08-75 0:00,27-08-75 0:00,0
28-08-75 0:00,28-08-75 0:00,0
29-08-75 0:00,29-08-75 0:10,1
30-08-75 0:00,30-08-75 0:00,0
31-08-75 0:00,31-08-75 15:06,13.77453988
01-09-75 0:00,01-09-75 17:51,47.96943765
02-09-75 0:00,02-09-75 19:41,5.960575139
03-09-75 0:00,03-09-75 16:34,1
04-09-75 0:00,04-09-75 0:00,0
05-09-75 0:00,05-09-75 5:45,25.06774442
06-09-75 0:00,06-09-75 0:00,0
07-09-75 0:00,07-09-75 9:43,2.224312184
08-09-75 0:00,08-09-75 0:00,0
09-09-75 0:00,09-09-75 0:00,0
10-09-75 0:00,10-09-75 0:25,0.5
11-09-75 0:00,11-09-75 0:00,0
12-09-75 0:00,12-09-75 0:00,0
13-09-75 0:00,13-09-75 0:00,0
14-09-75 0:00,14-09-75 22:56,1
15-09-75 0:00,15-09-75 18:42,1.5
16-09-75 0:00,16-09-75 15:48,4
17-09-75 0:00,17-09-75 15:03,4.242620262
18-09-75 0:00,18-09-75 0:00,0
19-09-75 0:00,19-09-75 1:35,0.5
20-09-75 0:00,20-09-75 0:00,0
21-09-75 0:00,21-09-75 0:00,0
22-09-75 0:00,22-09-75 15:32,66.12252125
23-09-75 0:00,23-09-75 10:57,34.9246875
24-09-75 0:00,24-09-75 6:49,0.5
25-09-75 0:00,25-09-75 14:22,0.583373845
26-09-75 0:00,26-09-75 15:11,2.956046625
27-09-75 0:00,27-09-75 0:00,0
28-09-75 0:00,28-09-75 14:28,28.40770135
29-09-75 0:00,29-09-75 5:53,0.5
30-09-75 0:00,30-09-75 0:00,0
01-10-75 0:00,01-10-75 0:00,0
02-10-75 0:00,02-10-75 0:00,0
03-10-75 0:00,03-10-75 0:00,0
04-10-75 0:00,04-10-75 0:00,0
05-10-75 0:00,05-10-75 14:41,2.5
06-10-75 0:00,06-10-75 14:25,32.3143877
07-10-75 0:00,07-10-75 10:26,22.99779614
08-10-75 0:00,08-10-75 0:00,0
09-10-75 0:00,09-10-75 0:00,0
10-10-75 0:00,10-10-75 0:00,0
11-10-75 0:00,11-10-75 0:00,0
12-10-75 0:00,12-10-75 0:00,0
13-10-75 0:00,13-10-75 0:00,0
14-10-75 0:00,14-10-75 2:27,13.24740517
15-10-75 0:00,15-10-75 4:38,0.5
16-10-75 0:00,16-10-75 0:00,0
17-10-75 0:00,17-10-75 13:09,6.010772464
18-10-75 0:00,18-10-75 15:15,1.474604042
19-10-75 0:00,19-10-75 0:00,0
20-10-75 0:00,20-10-75 0:00,0
21-10-75 0:00,21-10-75 0:00,0
22-10-75 0:00,22-10-75 0:00,0
23-10-75 0:00,23-10-75 0:00,0
24-10-75 0:00,24-10-75 0:00,0
25-10-75 0:00,25-10-75 14:38,12.98455598
26-10-75 0:00,26-10-75 21:36,4.732119636
27-10-75 0:00,27-10-75 0:36,2.177852349
28-10-75 0:00,28-10-75 3:19,0.5
29-10-75 0:00,29-10-75 0:00,0
30-10-75 0:00,30-10-75 17:25,2
31-10-75 0:00,31-10-75 10:58,15.27136076
01-11-75 0:00,01-11-75 14:37,5
02-11-75 0:00,02-11-75 0:00,3.383950617
03-11-75 0:00,03-11-75 0:00,0
04-11-75 0:00,04-11-75 0:00,0
05-11-75 0:00,05-11-75 15:10,10
06-11-75 0:00,06-11-75 14:11,2
07-11-75 0:00,07-11-75 14:46,12.5
08-11-75 0:00,08-11-75 19:46,3
09-11-75 0:00,09-11-75 11:50,5
10-11-75 0:00,10-11-75 0:00,0
11-11-75 0:00,11-11-75 2:08,1
12-11-75 0:00,12-11-75 0:00,0
13-11-75 0:00,13-11-75 8:21,0.5
14-11-75 0:00,14-11-75 18:22,1.5
15-11-75 0:00,15-11-75 13:30,2.5
16-11-75 0:00,16-11-75 16:48,28.56063269
17-11-75 0:00,17-11-75 13:29,6.5
18-11-75 0:00,18-11-75 17:19,24.5
19-11-75 0:00,19-11-75 13:36,16
20-11-75 0:00,20-11-75 19:21,6.5
21-11-75 0:00,21-11-75 14:32,2
22-11-75 0:00,22-11-75 14:40,4
23-11-75 0:00,23-11-75 14:19,1.5
24-11-75 0:00,24-11-75 17:49,1.50816925
25-11-75 0:00,25-11-75 0:00,0
26-11-75 0:00,26-11-75 22:26,5
27-11-75 0:00,27-11-75 0:00,0.5
28-11-75 0:00,28-11-75 4:00,1
29-11-75 0:00,29-11-75 0:00,0
30-11-75 0:00,30-11-75 0:00,0
01-12-75 0:00,01-12-75 0:00,0
02-12-75 0:00,02-12-75 0:00,0
03-12-75 0:00,03-12-75 0:00,0
04-12-75 0:00,04-12-75 16:50,6
05-12-75 0:00,05-12-75 12:00,4.5
06-12-75 0:00,06-12-75 14:04,1
07-12-75 0:00,07-12-75 18:42,10
08-12-75 0:00,08-12-75 15:08,79.11417323
09-12-75 0:00,09-12-75 17:00,5
10-12-75 0:00,10-12-75 5:02,6
11-12-75 0:00,11-12-75 16:41,13.5
12-12-75 0:00,12-12-75 1:33,0.5
13-12-75 0:00,13-12-75 18:46,1.5
14-12-75 0:00,14-12-75 4:18,0.5
15-12-75 0:00,15-12-75 15:42,1
16-12-75 0:00,16-12-75 4:07,0.5
17-12-75 0:00,17-12-75 0:00,0
18-12-75 0:00,18-12-75 0:00,0
19-12-75 0:00,19-12-75 16:20,10
20-12-75 0:00,20-12-75 0:00,0
21-12-75 0:00,21-12-75 0:00,0
22-12-75 0:00,22-12-75 18:03,8
23-12-75 0:00,23-12-75 16:25,35.1497006
24-12-75 0:00,24-12-75 15:56,11.12011577
25-12-75 0:00,25-12-75 20:21,6.5
26-12-75 0:00,26-12-75 1:35,0.5
27-12-75 0:00,27-12-75 9:14,3.5
28-12-75 0:00,28-12-75 3:34,0.5
29-12-75 0:00,29-12-75 14:17,0.5
30-12-75 0:00,30-12-75 0:00,0
31-12-75 0:00,31-12-75 5:23,3.006644518
01-01-76 0:00,01-01-76 0:00,0
02-01-76 0:00,02-01-76 18:14,1
03-01-76 0:00,03-01-76 2:21,1.5
04-01-76 0:00,04-01-76 0:00,0
05-01-76 0:00,05-01-76 18:06,10.5
06-01-76 0:00,06-01-76 0:00,0
07-01-76 0:00,07-01-76 15:55,13.54795882
08-01-76 0:00,08-01-76 0:00,0
09-01-76 0:00,09-01-76 0:00,0
10-01-76 0:00,10-01-76 0:00,0
11-01-76 0:00,11-01-76 0:00,0
12-01-76 0:00,12-01-76 0:00,0
13-01-76 0:00,13-01-76 0:00,0
14-01-76 0:00,14-01-76 0:00,0
15-01-76 0:00,15-01-76 22:55,5
16-01-76 0:00,16-01-76 0:00,2.5
17-01-76 0:00,17-01-76 0:00,0
18-01-76 0:00,18-01-76 0:00,0
19-01-76 0:00,19-01-76 0:00,0
20-01-76 0:00,20-01-76 0:00,0
21-01-76 0:00,21-01-76 0:00,0
22-01-76 0:00,22-01-76 0:00,0
23-01-76 0:00,23-01-76 0:00,0
24-01-76 0:00,24-01-76 0:00,0
25-01-76 0:00,25-01-76 0:00,0
26-01-76 0:00,26-01-76 0:00,0
27-01-76 0:00,27-01-76 0:00,0
28-01-76 0:00,28-01-76 0:00,0
29-01-76 0:00,29-01-76 0:00,0
30-01-76 0:00,30-01-76 0:00,0
31-01-76 0:00,31-01-76 0:00,0
01-02-76 0:00,01-02-76 0:00,0
02-02-76 0:00,02-02-76 0:00,0
03-02-76 0:00,03-02-76 16:01,3
04-02-76 0:00,04-02-76 15:27,17
05-02-76 0:00,05-02-76 0:00,0
06-02-76 0:00,06-02-76 0:00,0
07-02-76 0:00,07-02-76 0:00,0
08-02-76 0:00,08-02-76 0:00,0
09-02-76 0:00,09-02-76 0:00,0
10-02-76 0:00,10-02-76 0:00,0
11-02-76 0:00,11-02-76 0:00,0
12-02-76 0:00,12-02-76 0:00,0
13-02-76 0:00,13-02-76 0:00,0
14-02-76 0:00,14-02-76 16:13,21
15-02-76 0:00,15-02-76 0:00,0
16-02-76 0:00,16-02-76 0:00,0
17-02-76 0:00,17-02-76 0:00,0
18-02-76 0:00,18-02-76 8:00,2.5
19-02-76 0:00,19-02-76 0:00,0
20-02-76 0:00,20-02-76 0:00,0
21-02-76 0:00,21-02-76 0:00,0
22-02-76 0:00,22-02-76 0:00,0
23-02-76 0:00,23-02-76 0:00,0
24-02-76 0:00,24-02-76 15:29,1.5
25-02-76 0:00,25-02-76 16:40,11.5
26-02-76 0:00,26-02-76 18:20,6.737288136
27-02-76 0:00,27-02-76 23:20,25.37195122
28-02-76 0:00,28-02-76 15:26,8.5
29-02-76 0:00,29-02-76 0:54,1
01-03-76 0:00,01-03-76 22:33,0.5
02-03-76 0:00,02-03-76 0:00,0
03-03-76 0:00,03-03-76 0:00,0
04-03-76 0:00,04-03-76 21:02,36.5
05-03-76 0:00,05-03-76 4:49,0.5
06-03-76 0:00,06-03-76 0:00,0
07-03-76 0:00,07-03-76 0:00,0
08-03-76 0:00,08-03-76 0:00,0
09-03-76 0:00,09-03-76 14:59,37.5
10-03-76 0:00,10-03-76 2:41,1.5
11-03-76 0:00,11-03-76 0:00,0
12-03-76 0:00,12-03-76 13:32,1.5
13-03-76 0:00,13-03-76 20:16,21
14-03-76 0:00,14-03-76 13:38,21.05975724
15-03-76 0:00,15-03-76 15:16,9
16-03-76 0:00,16-03-76 0:00,0
17-03-76 0:00,17-03-76 0:00,0
18-03-76 0:00,18-03-76 0:00,0
19-03-76 0:00,19-03-76 0:00,0
20-03-76 0:00,20-03-76 16:35,13
21-03-76 0:00,21-03-76 0:00,0
22-03-76 0:00,22-03-76 0:00,0
23-03-76 0:00,23-03-76 0:00,0
24-03-76 0:00,24-03-76 18:08,7
25-03-76 0:00,25-03-76 15:19,4
26-03-76 0:00,26-03-76 16:39,9
27-03-76 0:00,27-03-76 0:00,0
28-03-76 0:00,28-03-76 0:00,0
29-03-76 0:00,29-03-76 0:00,0
30-03-76 0:00,30-03-76 0:00,0
31-03-76 0:00,31-03-76 15:31,5.5
01-04-76 0:00,01-04-76 0:39,2
02-04-76 0:00,02-04-76 14:18,49.02074966
03-04-76 0:00,03-04-76 3:50,0.5
04-04-76 0:00,04-04-76 1:47,18.5
05-04-76 0:00,05-04-76 0:00,0
06-04-76 0:00,06-04-76 0:00,0
07-04-76 0:00,07-04-76 14:29,1
08-04-76 0:00,08-04-76 13:56,24.5
09-04-76 0:00,09-04-76 17:33,7.12406015
10-04-76 0:00,10-04-76 0:00,0
11-04-76 0:00,11-04-76 0:00,0
12-04-76 0:00,12-04-76 0:00,0
13-04-76 0:00,13-04-76 13:52,2
14-04-76 0:00,14-04-76 23:16,1.5
15-04-76 0:00,15-04-76 0:00,0.5
16-04-76 0:00,16-04-76 0:00,0
17-04-76 0:00,17-04-76 16:09,4.5
18-04-76 0:00,18-04-76 23:59,3.5
19-04-76 0:00,19-04-76 0:38,8
20-04-76 0:00,20-04-76 15:27,2.5
21-04-76 0:00,21-04-76 18:54,30.8125
22-04-76 0:00,22-04-76 13:03,2
23-04-76 0:00,23-04-76 0:00,0
24-04-76 0:00,24-04-76 0:00,0
25-04-76 0:00,25-04-76 23:59,1.828258217
26-04-76 0:00,26-04-76 0:11,2.5
27-04-76 0:00,27-04-76 13:48,6
28-04-76 0:00,28-04-76 0:00,0
29-04-76 0:00,29-04-76 0:00,0
30-04-76 0:00,30-04-76 3:22,5
01-05-76 0:00,01-05-76 0:00,0
02-05-76 0:00,02-05-76 0:00,0
03-05-76 0:00,03-05-76 16:51,0.5
04-05-76 0:00,04-05-76 23:59,1
05-05-76 0:00,05-05-76 0:47,5.5
06-05-76 0:00,06-05-76 1:58,3.069832402
07-05-76 0:00,07-05-76 0:00,0
08-05-76 0:00,08-05-76 0:00,0
09-05-76 0:00,09-05-76 0:00,0
10-05-76 0:00,10-05-76 16:39,15
11-05-76 0:00,11-05-76 11:24,12
12-05-76 0:00,12-05-76 0:00,0
13-05-76 0:00,13-05-76 12:29,24.5
14-05-76 0:00,14-05-76 0:00,0
15-05-76 0:00,15-05-76 0:00,0
16-05-76 0:00,16-05-76 0:00,0
17-05-76 0:00,17-05-76 0:00,0
18-05-76 0:00,18-05-76 0:00,0
19-05-76 0:00,19-05-76 0:00,0
20-05-76 0:00,20-05-76 16:03,11
21-05-76 0:00,21-05-76 23:59,5
22-05-76 0:00,22-05-76 0:35,7.5
23-05-76 0:00,23-05-76 0:00,0
24-05-76 0:00,24-05-76 0:00,0
25-05-76 0:00,25-05-76 0:00,0
26-05-76 0:00,26-05-76 0:00,0
27-05-76 0:00,27-05-76 0:00,0
28-05-76 0:00,28-05-76 15:33,2.5
29-05-76 0:00,29-05-76 0:00,0
30-05-76 0:00,30-05-76 13:06,68.5
31-05-76 0:00,31-05-76 15:19,28
01-06-76 0:00,01-06-76 7:44,2.5
02-06-76 0:00,02-06-76 16:53,11
03-06-76 0:00,03-06-76 23:41,4.5
04-06-76 0:00,04-06-76 0:09,5
05-06-76 0:00,05-06-76 15:05,48.61616162
06-06-76 0:00,06-06-76 14:39,63.3908046
07-06-76 0:00,07-06-76 16:27,9.586086956
08-06-76 0:00,08-06-76 15:58,3
09-06-76 0:00,09-06-76 13:52,0.5
10-06-76 0:00,10-06-76 0:00,0
11-06-76 0:00,11-06-76 15:10,0.5
12-06-76 0:00,12-06-76 0:00,0
13-06-76 0:00,13-06-76 0:00,0
14-06-76 0:00,14-06-76 0:00,0
15-06-76 0:00,15-06-76 0:00,0
16-06-76 0:00,16-06-76 16:43,1.5
17-06-76 0:00,17-06-76 0:00,0
18-06-76 0:00,18-06-76 0:00,0
19-06-76 0:00,19-06-76 0:00,0
20-06-76 0:00,20-06-76 0:00,0
21-06-76 0:00,21-06-76 0:00,0
22-06-76 0:00,22-06-76 0:00,0
23-06-76 0:00,23-06-76 0:00,0
24-06-76 0:00,24-06-76 18:08,66.5
25-06-76 0:00,25-06-76 1:32,24.5
26-06-76 0:00,26-06-76 15:14,17
27-06-76 0:00,27-06-76 21:39,7.5
28-06-76 0:00,28-06-76 0:00,2.5
29-06-76 0:00,29-06-76 0:00,0
30-06-76 0:00,30-06-76 0:00,0
01-07-76 0:00,01-07-76 0:00,0
02-07-76 0:00,02-07-76 0:00,0
03-07-76 0:00,03-07-76 0:00,0
04-07-76 0:00,04-07-76 0:00,0
05-07-76 0:00,05-07-76 2:52,7.5
06-07-76 0:00,06-07-76 13:38,13
07-07-76 0:00,07-07-76 0:00,0
08-07-76 0:00,08-07-76 0:00,0
09-07-76 0:00,09-07-76 0:00,0
10-07-76 0:00,10-07-76 13:31,4.5
11-07-76 0:00,11-07-76 0:00,0
12-07-76 0:00,12-07-76 0:00,0
13-07-76 0:00,13-07-76 12:32,8.5
14-07-76 0:00,14-07-76 0:00,0
15-07-76 0:00,15-07-76 0:00,0
16-07-76 0:00,16-07-76 0:00,0
17-07-76 0:00,17-07-76 0:00,0
18-07-76 0:00,18-07-76 0:00,0
19-07-76 0:00,19-07-76 0:00,0
20-07-76 0:00,20-07-76 0:00,0
21-07-76 0:00,21-07-76 14:09,3.5
22-07-76 0:00,22-07-76 0:00,0
23-07-76 0:00,23-07-76 10:49,6.5
24-07-76 0:00,24-07-76 0:00,0
25-07-76 0:00,25-07-76 2:20,1
26-07-76 0:00,26-07-76 0:00,0
27-07-76 0:00,27-07-76 14:16,1.5
28-07-76 0:00,28-07-76 4:28,9.93877551
29-07-76 0:00,29-07-76 0:00,0
30-07-76 0:00,30-07-76 0:30,9
31-07-76 0:00,31-07-76 0:00,0
01-08-76 0:00,01-08-76 0:00,0
02-08-76 0:00,02-08-76 0:00,0
03-08-76 0:00,03-08-76 0:00,0
04-08-76 0:00,04-08-76 0:00,0
05-08-76 0:00,05-08-76 0:00,0
06-08-76 0:00,06-08-76 0:00,0
07-08-76 0:00,07-08-76 0:00,0
08-08-76 0:00,08-08-76 0:00,0
09-08-76 0:00,09-08-76 0:00,0
10-08-76 0:00,10-08-76 0:00,0
11-08-76 0:00,11-08-76 0:00,0
12-08-76 0:00,12-08-76 15:16,9.5
13-08-76 0:00,13-08-76 0:00,0.5
14-08-76 0:00,14-08-76 18:36,10.5
15-08-76 0:00,15-08-76 13:27,0.5
16-08-76 0:00,16-08-76 1:54,0.5
17-08-76 0:00,17-08-76 1:54,42.13160622
18-08-76 0:00,18-08-76 0:00,0
19-08-76 0:00,19-08-76 0:00,0
20-08-76 0:00,20-08-76 11:25,5
21-08-76 0:00,21-08-76 19:49,2
22-08-76 0:00,22-08-76 14:51,3.5
23-08-76 0:00,23-08-76 0:00,0
24-08-76 0:00,24-08-76 0:00,0
25-08-76 0:00,25-08-76 17:21,31.07731521
26-08-76 0:00,26-08-76 0:00,5.5
27-08-76 0:00,27-08-76 17:06,25.74613117
28-08-76 0:00,28-08-76 0:00,0
29-08-76 0:00,29-08-76 0:00,0
30-08-76 0:00,30-08-76 6:59,3.5
31-08-76 0:00,31-08-76 0:00,0
01-09-76 0:00,01-09-76 0:00,0
02-09-76 0:00,02-09-76 13:21,6.5
03-09-76 0:00,03-09-76 2:35,6.5
04-09-76 0:00,04-09-76 0:00,0
05-09-76 0:00,05-09-76 0:00,0
06-09-76 0:00,06-09-76 0:00,0
07-09-76 0:00,07-09-76 19:09,1
08-09-76 0:00,08-09-76 0:00,0
09-09-76 0:00,09-09-76 0:00,0
10-09-76 0:00,10-09-76 14:22,22.5
11-09-76 0:00,11-09-76 14:04,1
12-09-76 0:00,12-09-76 23:47,8.5
13-09-76 0:00,13-09-76 0:00,5.817518248
14-09-76 0:00,14-09-76 0:00,0
15-09-76 0:00,15-09-76 0:00,0
16-09-76 0:00,16-09-76 14:18,10.5
17-09-76 0:00,17-09-76 0:00,0
18-09-76 0:00,18-09-76 0:00,0
19-09-76 0:00,19-09-76 0:00,0
20-09-76 0:00,20-09-76 0:00,0
21-09-76 0:00,21-09-76 12:39,15.5
22-09-76 0:00,22-09-76 13:07,3.5
23-09-76 0:00,23-09-76 14:38,2.5
24-09-76 0:00,24-09-76 0:00,0
25-09-76 0:00,25-09-76 0:00,0
26-09-76 0:00,26-09-76 0:33,2
27-09-76 0:00,27-09-76 15:31,12.5
28-09-76 0:00,28-09-76 0:00,0
29-09-76 0:00,29-09-76 15:20,21
30-09-76 0:00,30-09-76 14:09,9.5
01-10-76 0:00,01-10-76 15:31,1
02-10-76 0:00,02-10-76 0:00,0
03-10-76 0:00,03-10-76 0:00,0
04-10-76 0:00,04-10-76 13:40,0.5
05-10-76 0:00,05-10-76 14:06,5.5
06-10-76 0:00,06-10-76 11:43,4
07-10-76 0:00,07-10-76 16:13,33.76274945
08-10-76 0:00,08-10-76 19:45,9.5
09-10-76 0:00,09-10-76 13:38,37.5
10-10-76 0:00,10-10-76 21:30,4.5
11-10-76 0:00,11-10-76 14:06,3.5
12-10-76 0:00,12-10-76 17:08,12.5
13-10-76 0:00,13-10-76 0:59,10.5
14-10-76 0:00,14-10-76 1:34,2
15-10-76 0:00,15-10-76 17:27,2.5
16-10-76 0:00,16-10-76 13:45,10
17-10-76 0:00,17-10-76 15:48,14
18-10-76 0:00,18-10-76 3:58,0.5
19-10-76 0:00,19-10-76 14:50,3.5
20-10-76 0:00,20-10-76 0:00,0
21-10-76 0:00,21-10-76 17:06,1.5
22-10-76 0:00,22-10-76 0:00,0
23-10-76 0:00,23-10-76 17:32,11
24-10-76 0:00,24-10-76 4:55,0.5
25-10-76 0:00,25-10-76 0:00,0
26-10-76 0:00,26-10-76 0:00,0
27-10-76 0:00,27-10-76 15:54,12
28-10-76 0:00,28-10-76 16:38,22.5
29-10-76 0:00,29-10-76 11:01,3
30-10-76 0:00,30-10-76 0:00,0
31-10-76 0:00,31-10-76 0:00,0
01-11-76 0:00,01-11-76 0:00,0
02-11-76 0:00,02-11-76 16:04,4
03-11-76 0:00,03-11-76 12:41,6.5
04-11-76 0:00,04-11-76 0:00,0
05-11-76 0:00,05-11-76 0:00,0
06-11-76 0:00,06-11-76 3:47,1.5
07-11-76 0:00,07-11-76 15:49,24
08-11-76 0:00,08-11-76 21:23,3.5
09-11-76 0:00,09-11-76 13:47,10
10-11-76 0:00,10-11-76 13:22,0.5
11-11-76 0:00,11-11-76 16:30,24.5
12-11-76 0:00,12-11-76 0:00,0
13-11-76 0:00,13-11-76 17:10,6.5
14-11-76 0:00,14-11-76 16:05,23.5
15-11-76 0:00,15-11-76 14:39,7
16-11-76 0:00,16-11-76 5:31,11.5
17-11-76 0:00,17-11-76 14:43,3.5
18-11-76 0:00,18-11-76 14:53,0.5
